,contrast,dissimilarity,homogeneity,ASM,energy,correlation
1652,"[ 247.11210317  495.12698413  341.09598214  544.08944318  698.38734879
  495.12698413  967.25126008  544.08944318 1176.31173156 1227.11394381
 1541.27843238 1379.48074922 1644.35625    1863.08089223 2026.940625
 2113.99086267]","[ 7.29315476 10.37112623  8.48387897 10.78483245 12.40297379 10.37112623
 14.6313004  10.78483245 16.44441598 16.95837669 19.16572746 18.02185224
 20.0296875  22.07202365 23.22135417 23.82585327]","[0.54347569 0.50705245 0.52982501 0.50151546 0.49033042 0.50705245
 0.47930525 0.50151546 0.46121546 0.45203506 0.44904361 0.45016944
 0.4390521  0.41025663 0.42151219 0.41315866]","[0.18745522 0.17089403 0.18249379 0.16833807 0.16131446 0.17089403
 0.15669001 0.16833807 0.14580674 0.1399267  0.14038053 0.13975075
 0.13204251 0.11619742 0.12504178 0.11951596]","[0.43296099 0.41339331 0.42719292 0.41029022 0.40163971 0.41339331
 0.39584089 0.41029022 0.38184649 0.37406778 0.3746739  0.37383251
 0.36337654 0.34087743 0.35361246 0.34571081]","[0.96562856 0.93179514 0.95255278 0.92505045 0.90381398 0.93179514
 0.8667633  0.92505045 0.83958035 0.83418483 0.78977829 0.81359609
 0.7779518  0.75298699 0.72624843 0.71972058]"
1653,"[ 162.35218254  319.57092467  188.55282738  306.1766188   469.18976815
  319.57092467  569.13104839  306.1766188   778.52894467  824.28225806
  934.28457992  795.94146722 1082.76927083 1279.95377587 1227.6578125
 1260.20747111]","[ 5.1984127   7.45502646  5.88814484  7.49332326  8.95640121  7.45502646
 10.37197581  7.49332326 11.90753074 12.68756504 13.9111168  12.74167534
 14.55104167 16.85514647 16.59427083 16.98521903]","[0.60580791 0.57529384 0.59873399 0.57497039 0.5620922  0.57529384
 0.56011954 0.57497039 0.54030321 0.53293797 0.53367148 0.53699124
 0.52158027 0.49803291 0.50907729 0.50496006]","[0.24296845 0.22666767 0.24193961 0.22783076 0.21964514 0.22666767
 0.22045365 0.22783076 0.2074341  0.20266337 0.20478353 0.20710804
 0.19489719 0.17928265 0.1889308  0.18620025]","[0.4929183  0.47609628 0.49187357 0.4773162  0.46866314 0.47609628
 0.46952492 0.4773162  0.45544934 0.45018148 0.45253014 0.45509124
 0.44147162 0.42341781 0.43466171 0.43150927]","[0.96691066 0.93557443 0.96157114 0.93827472 0.90542612 0.93557443
 0.88528635 0.93827472 0.84481405 0.83741813 0.81377497 0.84300809
 0.78658064 0.75297576 0.75803266 0.75678671]"
1654,"[ 188.66815476  319.52078609  194.16666667  330.1723356   508.46522177
  319.52078609  509.85987903  330.1723356   786.27202869  740.72736733
  778.14805328  762.97970864  999.59010417 1108.71109917 1030.56927083
 1173.55657081]","[ 5.19642857  6.87729907  5.26388889  6.98664651  8.68548387  6.87729907
  8.88508065  6.98664651 11.24077869 11.11914672 11.59221311 11.44797086
 13.22916667 14.60145122 14.06458333 15.40446117]","[0.70807028 0.68832794 0.70519448 0.68869774 0.68162814 0.68832794
 0.67647928 0.68869774 0.66185113 0.65565955 0.65593917 0.65555753
 0.64631618 0.62667738 0.63627518 0.62599519]","[0.40966797 0.3930303  0.40929312 0.39734822 0.38834758 0.3930303
 0.38699058 0.39734822 0.37140449 0.36000237 0.36822364 0.36648273
 0.35542453 0.33160073 0.34965468 0.33890661]","[0.6400531  0.62692129 0.6397602  0.63035563 0.6231754  0.62692129
 0.62208567 0.63035563 0.60942964 0.60000198 0.60681434 0.60537817
 0.59617492 0.57584784 0.59131605 0.58215686]","[0.94683153 0.91104747 0.945282   0.90808215 0.85847489 0.91104747
 0.85808591 0.90808215 0.78387936 0.7987915  0.78610512 0.79274696
 0.72870761 0.70617782 0.72028373 0.68899296]"
1655,"[ 230.86656746  448.47770219  278.54811508  462.4494835   680.5234375
  448.47770219  797.6343246   462.4494835  1156.57914959 1147.50260146
 1279.60835041 1203.41467222 1599.33333333 1800.613276   1737.765625
 1895.0077936 ]","[ 6.74751984  9.48551272  7.46428571  9.77777778 11.66859879  9.48551272
 12.95539315  9.77777778 15.51357582 15.96930281 16.98898566 16.47242456
 18.721875   21.32168772 20.8        22.05751142]","[0.56445796 0.53366401 0.55746066 0.530268   0.51600237 0.53366401
 0.507964   0.530268   0.49909133 0.48243176 0.48261704 0.47931667
 0.48282218 0.45336154 0.46270605 0.44940358]","[0.2059981  0.1886625  0.2031373  0.18745016 0.18155653 0.1886625
 0.17432441 0.18745016 0.17351581 0.1598204  0.16042447 0.15691684
 0.16268799 0.14491478 0.14832425 0.14045149]","[0.45387013 0.43435297 0.45070756 0.43295514 0.42609451 0.43435297
 0.41752175 0.43295514 0.41655229 0.39977544 0.40053024 0.39612731
 0.40334599 0.38067674 0.38512887 0.37476858]","[0.96212084 0.92717482 0.95429687 0.92490604 0.88951414 0.92717482
 0.87049395 0.92490604 0.81421394 0.81747884 0.79442726 0.80858551
 0.74582859 0.71943911 0.72378669 0.70473117]"
1656,"[ 253.94146825  502.51549509  290.50446429  475.88460569  732.38986895
  502.51549509  852.37222782  475.88460569 1253.95466189 1352.56711759
 1439.36859631 1280.86784599 1802.66744792 2230.42407955 2056.14296875
 2130.70518678]","[ 6.50347222  9.5978836   7.21329365  9.23305619 11.0844254   9.5978836
 12.62978831  9.23305619 15.15548156 16.6925078  17.10732582 15.88241415
 19.11328125 22.84224671 21.61171875 21.94033862]","[0.65041529 0.62786591 0.6467646  0.63125428 0.62162505 0.62786591
 0.61414042 0.63125428 0.59905057 0.59033554 0.59147523 0.59231871
 0.58224635 0.55981904 0.56944406 0.56328436]","[0.35602974 0.33917173 0.35306474 0.34085002 0.33322604 0.33917173
 0.32780871 0.34085002 0.31470639 0.30710103 0.3068389  0.30985124
 0.29718547 0.27861269 0.28748006 0.28028554]","[0.59668228 0.58238452 0.59419251 0.58382362 0.57725734 0.58238452
 0.57254581 0.58382362 0.56098697 0.55416697 0.55393041 0.55664283
 0.5451472  0.52783775 0.53617167 0.52942   ]","[0.96217601 0.92597121 0.95672911 0.92989437 0.89212553 0.92597121
 0.87445047 0.92989437 0.81737408 0.80509341 0.79036204 0.81542536
 0.7404224  0.68558444 0.70390678 0.69964147]"
1657,"[ 220.89037698  409.38951877  239.69766865  417.12496851  659.32787298
  409.38951877  699.61542339  417.12496851 1109.98514344 1048.81867846
 1149.85066598 1090.62721124 1518.66640625 1633.09836066 1578.96822917
 1700.3012631 ]","[ 6.55803571  9.10582011  6.80977183  9.11841774 11.53402218  9.10582011
 11.91280242  9.11841774 15.14856557 14.87955255 15.84656762 15.29786681
 18.08359375 19.82450954 19.43802083 20.2851384 ]","[0.58316446 0.54978104 0.58180048 0.55362103 0.54321423 0.54978104
 0.53447816 0.55362103 0.5205091  0.51513301 0.51423487 0.51079541
 0.50119174 0.47849722 0.4892064  0.47742797]","[0.23369739 0.21596619 0.22839076 0.21433539 0.21263823 0.21596619
 0.20509362 0.21433539 0.19675622 0.19016054 0.19206289 0.19064943
 0.18174845 0.16813215 0.17750258 0.1678824 ]","[0.48342257 0.46472163 0.47790245 0.4629637  0.46112713 0.46472163
 0.45287263 0.4629637  0.44357211 0.436074   0.4382498  0.4366342
 0.42631966 0.4100392  0.42131055 0.40973455]","[0.96182495 0.92998533 0.95857535 0.9286624  0.88725784 0.92998533
 0.88036786 0.9286624  0.81220997 0.82433766 0.80547328 0.81733534
 0.74580648 0.73209725 0.73573719 0.72107294]"
1658,"[130.03968254 249.10355253 172.79960317 280.25044092 376.80745968
 249.10355253 455.3765121  280.25044092 598.48002049 598.74349636
 692.02920082 633.32154006 776.29296875 914.18435904 923.09921875
 965.05240527]","[ 4.08730159  5.81103553  4.73015873  6.11237087  7.125       5.81103553
  8.05141129  6.11237087  9.44518443  9.69354839 10.54252049  9.8917794
 11.38098958 12.77129804 12.57734375 13.08142972]","[0.752746   0.7350714  0.74610827 0.73295949 0.72732557 0.7350714
 0.71934726 0.73295949 0.70952025 0.70513863 0.7011781  0.70189066
 0.69377847 0.67771976 0.68532261 0.67489722]","[0.50193836 0.4860118  0.49643182 0.48328927 0.47903287 0.4860118
 0.47114301 0.48328927 0.46027154 0.45173418 0.44935693 0.44834146
 0.44194702 0.41883992 0.42935886 0.41505843]","[0.70847608 0.69714547 0.70457918 0.6951901  0.692122   0.69714547
 0.68639858 0.6951901  0.67843315 0.67211173 0.6703409  0.66958305
 0.66479096 0.64717843 0.65525481 0.64425028]","[0.96468354 0.93320012 0.9530707  0.92484774 0.89897535 0.93320012
 0.87791045 0.92484774 0.84162014 0.84349507 0.81686358 0.83445676
 0.79725408 0.76711359 0.75891368 0.75415507]"
1659,"[ 191.18700397  333.72587554  218.6860119   357.39380197  495.66381048
  333.72587554  549.96219758  357.39380197  744.46875     752.00884495
  802.4838627   759.4698231   952.33151042 1082.90002687 1007.56145833
 1111.11986025]","[ 5.21428571  7.09145881  5.81448413  7.34794659  8.55947581  7.09145881
  9.42741935  7.34794659 11.04713115 11.20967742 11.83324795 11.42455775
 13.08776042 14.33566246 13.659375   14.64310669]","[0.70101195 0.6825715  0.6981087  0.67979524 0.67496985 0.6825715
 0.67173088 0.67979524 0.6601507  0.65578313 0.65270594 0.65330983
 0.64147819 0.62680902 0.6349526  0.62637684]","[0.41605745 0.39979017 0.41658522 0.40006466 0.39427619 0.39979017
 0.39417025 0.40006466 0.37805907 0.37233439 0.37624281 0.37168511
 0.35961819 0.34414919 0.35715142 0.3437706 ]","[0.64502516 0.63228963 0.64543414 0.63250665 0.62791415 0.63228963
 0.62782979 0.63250665 0.61486509 0.61019209 0.61338635 0.60965983
 0.59968174 0.5866423  0.59762147 0.58631953]","[0.94704536 0.90867228 0.93942873 0.9021953  0.86438227 0.90867228
 0.84952745 0.9021953  0.7988135  0.79913908 0.7831372  0.79714626
 0.74583617 0.71772012 0.73109836 0.71036404]"
1660,"[ 206.99875992  481.73368607  310.26984127  444.58327035  590.19732863
  481.73368607  892.28553427  444.58327035  959.92955943 1228.76066597
 1418.53483607 1131.26951093 1293.17369792 1891.48078474 1865.59348958
 1760.84090298]","[ 6.58457341 10.23255228  8.03621032  9.65759637 11.18674395 10.23255228
 13.69480847  9.65759637 14.38089139 16.74037461 17.55481557 15.81581686
 16.99505208 21.85004031 20.97109375 20.70008062]","[0.55703614 0.51850448 0.55175518 0.52510708 0.51482234 0.51850448
 0.50715203 0.52510708 0.49003557 0.48441882 0.48496878 0.48707347
 0.47136638 0.44866794 0.46431183 0.44868567]","[0.20130634 0.18105301 0.19940599 0.18535937 0.17807632 0.18105301
 0.1737039  0.18535937 0.16383785 0.15911549 0.16013644 0.15987306
 0.15323229 0.1389631  0.14776706 0.1381318 ]","[0.44867175 0.42550324 0.44654898 0.43053383 0.42199091 0.42550324
 0.41677799 0.43053383 0.40476888 0.39889284 0.40017051 0.39984129
 0.39144896 0.37277755 0.38440482 0.37166087]","[0.96215561 0.91285896 0.94327446 0.91957912 0.89325862 0.91285896
 0.83862053 0.91957912 0.82827306 0.7824125  0.74622076 0.79967611
 0.77119191 0.67208674 0.66987664 0.69473579]"
1661,"[ 210.50818452  406.01234568  255.54761905  420.74905518  617.70967742
  406.01234568  738.93472782  420.74905518 1035.15471311 1039.83636837
 1192.85630123 1078.7859001  1397.79635417 1583.42999194 1571.34661458
 1628.74522978]","[ 6.63764881  9.33610481  7.44444444  9.63340892 11.51612903  9.33610481
 13.0390625   9.63340892 15.23206967 15.65582726 17.26152664 16.10015609
 18.4265625  20.66191884 20.58463542 21.10212309]","[0.56770684 0.53706224 0.5575929  0.53462491 0.52567935 0.53706224
 0.51144298 0.53462491 0.49807485 0.49317261 0.48032692 0.48328089
 0.47808263 0.44903811 0.45332144 0.43991271]","[0.21863829 0.20279115 0.21548655 0.20281108 0.19629021 0.20279115
 0.18893245 0.20281108 0.18164456 0.17424211 0.16900449 0.17265038
 0.1682997  0.14775722 0.15240424 0.14598803]","[0.46758774 0.45032338 0.46420529 0.45034551 0.44304651 0.45032338
 0.43466361 0.45034551 0.4261978  0.41742318 0.41110156 0.41551219
 0.41024346 0.38439202 0.39038986 0.38208379]","[0.96122177 0.92593438 0.9529232  0.92324608 0.88733317 0.92593438
 0.86521733 0.92324608 0.81306254 0.81396117 0.78456744 0.80699264
 0.7500794  0.72207624 0.71901087 0.71412251]"
1662,"[ 203.59647817  436.6127488   253.16145833  362.27362056  575.76108871
  436.6127488   732.90246976  362.27362056  941.65215164 1067.45135276
 1184.0151127   920.59599376 1292.84479167 1614.96022575 1540.36119792
 1476.7495297 ]","[ 6.3812004   9.46686823  7.3187004   8.67624087 10.79737903  9.46686823
 12.59299395  8.67624087 14.22233607 15.7016129  16.69492828 14.32388137
 17.3234375  20.53507122 19.84557292 19.45632894]","[0.54348654 0.50450539 0.52952304 0.50734651 0.49532107 0.50450539
 0.48052112 0.50734651 0.47087221 0.45287812 0.45206108 0.46476432
 0.45527531 0.42777892 0.43473614 0.42650868]","[0.1648891  0.14579818 0.16145071 0.14928463 0.14154046 0.14579818
 0.13522761 0.14928463 0.13017977 0.12220039 0.12297444 0.12690561
 0.12249457 0.10769985 0.11308797 0.10819819]","[0.40606538 0.38183528 0.40180929 0.3863737  0.37621864 0.38183528
 0.36773307 0.3863737  0.36080434 0.34957172 0.35067712 0.35623814
 0.34999225 0.32817655 0.33628555 0.32893494]","[0.96357242 0.92267578 0.95470012 0.93584123 0.89808609 0.92267578
 0.870213   0.93584123 0.83517212 0.81484585 0.7925087  0.84031843
 0.77628554 0.72571618 0.73289265 0.74918906]"
1663,"[ 125.73164683  263.37666919  184.20634921  268.48374906  344.27242944
  263.37666919  482.10987903  268.48374906  562.51203893  622.49297607
  747.22028689  658.52783559  798.91484375  976.80757861  989.66119792
 1057.96425692]","[ 3.31299603  4.90350214  4.08730159  5.0909549   5.62575605  4.90350214
  7.02570565  5.0909549   7.54943648  8.1173257   9.34477459  8.70213319
  9.60130208 11.30099436 11.30078125 11.98844397]","[0.79979256 0.77998333 0.7932995  0.78183314 0.7743337  0.77998333
 0.77002781 0.78183314 0.76205368 0.75652505 0.75646054 0.75617947
 0.74865935 0.73372931 0.74156911 0.73402389]","[0.56479095 0.54788436 0.56049447 0.54900161 0.5411518  0.54788436
 0.53829604 0.54900161 0.52338973 0.51584777 0.52159644 0.51683679
 0.50845527 0.4900668  0.50349921 0.49033374]","[0.75152575 0.74019211 0.74866178 0.74094643 0.7356302  0.74019211
 0.73368661 0.74094643 0.7234568  0.71822543 0.72221634 0.71891361
 0.71306049 0.70004771 0.70957678 0.70023835]","[0.96444087 0.92651324 0.94790319 0.92508828 0.90396286 0.92651324
 0.86551187 0.92508828 0.84525523 0.83100177 0.79444232 0.82121881
 0.78330292 0.74204414 0.73156262 0.72061224]"
1664,"[ 260.91344246  533.24489796  307.83234127  476.234064    751.62903226
  533.24489796  881.67363911  476.234064   1255.66444672 1359.94146722
 1464.61014344 1270.5330385  1795.17421875 2233.33566246 2093.26197917
 2120.14780973]","[ 7.21453373 10.39430587  7.80406746  9.86419753 12.23387097 10.39430587
 13.42313508  9.86419753 16.25665984 17.23543184 18.18032787 16.64906348
 20.54453125 23.87153991 22.92708333 22.94006987]","[0.58093567 0.55288039 0.57311308 0.55202872 0.53860003 0.55288039
 0.53277797 0.55202872 0.51711953 0.51156053 0.51375982 0.51072989
 0.49376613 0.48244754 0.49512287 0.4839668 ]","[0.23222147 0.21356461 0.22908424 0.2131525  0.20440032 0.21356461
 0.20090944 0.2131525  0.18782333 0.1865476  0.18850491 0.1867754
 0.17177653 0.16776352 0.17643758 0.16736109]","[0.48189363 0.46213051 0.47862746 0.46168441 0.45210654 0.46213051
 0.44822923 0.46168441 0.43338589 0.43191156 0.43417152 0.43217519
 0.41445932 0.40958945 0.42004474 0.40909789]","[0.96184562 0.92286246 0.95498583 0.93110947 0.89128948 0.92286246
 0.87248523 0.93110947 0.82038417 0.80749907 0.79050879 0.82015491
 0.74604472 0.69061238 0.70391239 0.70629246]"
1665,"[ 192.70907738  416.24640967  259.37227183  395.78835979  572.73991935
  416.24640967  789.45816532  395.78835979  997.04789959 1102.66909469
 1314.36039959 1056.64620187 1435.98098958 1714.3628057  1751.00026042
 1669.29105079]","[ 5.94717262  8.88183422  7.05679563  8.62484253 10.31905242  8.88183422
 12.50756048  8.62484253 14.09349385 15.15296566 16.75281762 14.74037461
 17.52265625 20.14780973 20.14609375 19.52163397]","[0.59077688 0.55900038 0.58009228 0.55658325 0.53928386 0.55900038
 0.5340652  0.55658325 0.51204431 0.50788394 0.5056059  0.50799644
 0.48727723 0.47516664 0.48200769 0.46968568]","[0.22398872 0.20487507 0.21896209 0.20529467 0.19646918 0.20487507
 0.19259405 0.20529467 0.17740632 0.17634006 0.17496859 0.17487678
 0.16078125 0.15689513 0.16172241 0.15155143]","[0.47327447 0.45263127 0.46793386 0.45309455 0.44324844 0.45263127
 0.43885539 0.45309455 0.42119629 0.41992864 0.41829246 0.41818271
 0.40097537 0.3960999  0.40214725 0.38929607]","[0.96791563 0.93143215 0.95681659 0.93480218 0.90566804 0.93143215
 0.86997715 0.93480218 0.83755688 0.82218621 0.78588133 0.82960775
 0.7685875  0.72934953 0.7178691  0.7364651 ]"
1666,"[ 181.03100198  389.54371378  260.17757937  412.37263794  562.95539315
  389.54371378  777.38155242  412.37263794 1003.57710041 1028.64490114
 1275.51921107 1106.49765869 1455.55364583 1646.76162322 1703.19869792
 1710.95619457]","[ 6.15203373  9.14008566  7.54265873  9.23582766 10.89642137  9.14008566
 13.20413306  9.23582766 14.85835041 15.4789282  17.51716189 15.98673257
 18.5890625  20.62456329 21.03984375 20.96103198]","[0.49822604 0.44872863 0.47483433 0.45299243 0.43135384 0.44872863
 0.41170852 0.45299243 0.40704011 0.38655077 0.38122441 0.39082381
 0.38345997 0.35511123 0.35426864 0.34837719]","[0.08938549 0.07759894 0.08610617 0.07839091 0.07355467 0.07759894
 0.06822892 0.07839091 0.06749343 0.0615748  0.06192013 0.06056183
 0.06293552 0.05351578 0.05479329 0.04987917]","[0.29897406 0.27856585 0.29343852 0.27998377 0.27120964 0.27856585
 0.26120666 0.27998377 0.25979498 0.24814271 0.24883755 0.24609314
 0.25086953 0.23133478 0.23407968 0.22333644]","[0.9762554  0.94939299 0.9658734  0.94642718 0.92687781 0.94939299
 0.89902296 0.94642718 0.87092507 0.86889225 0.83593197 0.85896932
 0.81466704 0.79404388 0.78306285 0.78601511]"
1667,"[ 197.69940476  403.54598136  273.44791667  416.76240867  556.63961694
  403.54598136  744.6938004   416.76240867  935.46644467  977.22918835
 1193.7973873  1010.97788762 1335.64661458 1564.32571889 1632.71848958
 1621.00940607]","[ 4.60168651  6.80725624  5.5421627   6.97908793  7.99495968  6.80725624
  9.9780746   6.97908793 10.97515369 11.77653486 13.38857582 11.97008325
 13.75807292 16.02794948 16.36119792 16.43160441]","[0.74937295 0.72417123 0.74211209 0.72917706 0.72384549 0.72417123
 0.71113022 0.72917706 0.70511777 0.69135312 0.69449758 0.69543742
 0.68888539 0.66791983 0.6783546  0.66973927]","[0.46367441 0.44445111 0.46166666 0.44823135 0.44185388 0.44445111
 0.43517685 0.44823135 0.42342475 0.41246707 0.41761314 0.41493493
 0.40659329 0.38655817 0.40110975 0.38693446]","[0.68093642 0.66667167 0.67946057 0.66950082 0.66472091 0.66667167
 0.65967936 0.66950082 0.65071095 0.64223599 0.64622994 0.64415443
 0.63764668 0.62173803 0.63333226 0.62204056]","[0.95683225 0.91301001 0.94029253 0.91016103 0.88003524 0.91301001
 0.8395041  0.91016103 0.80103859 0.79474044 0.74608931 0.78765178
 0.7196969  0.67989806 0.65734462 0.66829909]"
1668,"[ 177.09796627  327.42882338  197.07390873  318.15898211  498.88331653
  327.42882338  543.91633065  318.15898211  803.10604508  770.71462019
  849.98155738  752.50390219 1073.40651042 1115.54098361 1074.0953125
 1126.57753292]","[ 4.44568452  6.21441169  4.98214286  6.1478962   7.81275202  6.21441169
  8.59677419  6.1478962  10.36782787 10.31711759 11.25563525 10.26977107
 12.44921875 13.25450148 12.99583333 13.38806772]","[0.75008147 0.73132776 0.73994558 0.73006805 0.72270969 0.73132776
 0.71801853 0.73006805 0.70109227 0.69820977 0.69596671 0.69966572
 0.68544504 0.67285469 0.67929937 0.67292621]","[0.46982732 0.4513759  0.46226689 0.4517851  0.44881024 0.4513759
 0.44039222 0.4517851  0.42810023 0.41943767 0.42028773 0.4253857
 0.40783719 0.39007735 0.40155558 0.39517809]","[0.68543951 0.67184515 0.67990212 0.67214961 0.66993301 0.67184515
 0.66362054 0.67214961 0.65429368 0.64764008 0.64829602 0.65221599
 0.63862132 0.62456173 0.63368413 0.62863192]","[0.94968489 0.90815552 0.9440094  0.91075573 0.86009213 0.90815552
 0.84746105 0.91075573 0.77771537 0.78931873 0.76473746 0.79429678
 0.70682337 0.70287551 0.70662982 0.69993511]"
1669,"[ 210.7125496   414.27336861  228.9890873   411.10632401  706.06350806
  414.27336861  755.58014113  411.10632401 1281.42418033 1208.09677419
 1342.6255123  1226.11550468 1836.53125    1976.00107498 1878.67135417
 2038.00752486]","[ 6.1827877   8.98236332  6.81845238  9.00100781 11.69102823  8.98236332
 12.78427419  9.00100781 16.4057377  16.22060354 17.67213115 16.4817898
 20.359375   21.84627788 21.3765625  22.53050255]","[0.61119269 0.58204161 0.60429853 0.58287653 0.5714612  0.58204161
 0.56565334 0.58287653 0.5465284  0.5383341  0.53635536 0.5336916
 0.52185524 0.50177072 0.51581924 0.49519939]","[0.28774565 0.27362088 0.2884662  0.27199909 0.26698797 0.27362088
 0.26561001 0.27199909 0.25260806 0.24418286 0.24526652 0.23732473
 0.2357643  0.21732497 0.22535346 0.20796433]","[0.53641929 0.52308783 0.5370905  0.52153532 0.51670879 0.52308783
 0.51537366 0.52153532 0.50260129 0.49414862 0.4952439  0.48715986
 0.48555566 0.46618126 0.47471408 0.45603106]","[0.97221692 0.94592524 0.96980661 0.94633864 0.90785447 0.94592524
 0.90138892 0.94633864 0.83448393 0.84545238 0.82656683 0.8431473
 0.76522485 0.75220725 0.75981478 0.74443157]"
1670,"[ 230.41319444  458.7941547   294.43055556  465.74048879  663.75277218
  458.7941547   839.20992944  465.74048879 1111.76050205 1136.93236212
 1329.82248975 1156.21227888 1545.90026042 1711.17710293 1732.146875
 1733.82854071]","[ 7.0828373  10.0665155   8.1860119  10.25900731 12.09601815 10.0665155
 14.14238911 10.25900731 16.08171107 16.39906348 18.20005123 16.73673257
 19.59192708 21.03305563 21.49114583 21.5146466 ]","[0.5418064  0.51281408 0.53390652 0.50722392 0.49984289 0.51281408
 0.4865963  0.50722392 0.47357924 0.46959134 0.46848341 0.46358235
 0.45083416 0.43353292 0.44792515 0.42514661]","[0.1937314  0.17685304 0.18818044 0.17444943 0.16893058 0.17685304
 0.16272646 0.17444943 0.15274162 0.15104759 0.15099989 0.14634129
 0.1377927  0.128886   0.14156019 0.1261347 ]","[0.44014929 0.42053898 0.4337977  0.41767143 0.41101165 0.42053898
 0.40339368 0.41767143 0.39082172 0.38864842 0.38858705 0.38254579
 0.37120439 0.35900696 0.37624486 0.35515447]","[0.96669315 0.93430671 0.95743859 0.93331209 0.90497626 0.93430671
 0.87985261 0.93331209 0.84236716 0.84025252 0.81145103 0.83754356
 0.78291706 0.76399462 0.7567884  0.76087057]"
1671,"[ 212.8953373   400.68732678  252.38988095  422.90702948  612.42691532
  400.68732678  724.25907258  422.90702948 1033.82402664 1025.17429761
 1187.92494877 1086.59469303 1453.2453125  1672.39559258 1638.29427083
 1739.21741467]","[ 6.45585317  9.10657596  7.22767857  9.57420005 11.11794355  9.10657596
 12.44102823  9.57420005 14.86501025 15.28147763 16.52433402 15.93444329
 18.215625   20.58747648 20.2296875  21.14807847]","[0.58337685 0.54505455 0.56601938 0.53897813 0.5352798  0.54505455
 0.52025856 0.53897813 0.51086859 0.49625788 0.49218994 0.49367135
 0.48975047 0.46025212 0.47037722 0.46268867]","[0.22292641 0.20203192 0.21182881 0.19648478 0.195854   0.20203192
 0.18212573 0.19648478 0.1786385  0.16814777 0.16549086 0.169048
 0.16682848 0.14295202 0.15357083 0.14653938]","[0.47215083 0.44947961 0.46024864 0.44326603 0.44255396 0.44947961
 0.42676191 0.44326603 0.42265648 0.41005826 0.40680568 0.41115447
 0.40844642 0.37808997 0.39188114 0.38280463]","[0.97034809 0.94475848 0.96484549 0.94169511 0.91558272 0.94475848
 0.90016142 0.94169511 0.85897808 0.86151492 0.83794398 0.85321797
 0.80383975 0.77860849 0.77883584 0.76976262]"
1672,"[ 247.29712302  532.92567397  334.72073413  524.68531116  750.26738911
  532.92567397 1015.1000504   524.68531116 1274.88012295 1436.64412071
 1687.35245902 1394.37460978 1737.91822917 2223.45444773 2267.29244792
 2166.44181672]","[ 7.38343254 11.10909549  8.75297619 10.95540438 13.07132056 11.10909549
 15.50075605 10.95540438 17.24641393 18.84495317 20.51741803 18.46462019
 20.88697917 24.87557108 25.03255208 24.47030368]","[0.54803254 0.5094858  0.53373034 0.50696652 0.49476056 0.5094858
 0.49083727 0.50696652 0.469559   0.46071235 0.46338464 0.4600819
 0.44402683 0.42188424 0.43283562 0.42002237]","[0.18126553 0.16700714 0.17821687 0.16418482 0.15835454 0.16700714
 0.1579304  0.16418482 0.14522358 0.14148758 0.1436947  0.13894459
 0.13218736 0.11960624 0.12911051 0.11799334]","[0.42575289 0.40866507 0.4221574  0.40519726 0.39793786 0.40866507
 0.39740458 0.40519726 0.38108212 0.37614835 0.37907084 0.37275272
 0.3635758  0.34584135 0.35931952 0.34350158]","[0.96333746 0.92176307 0.95037691 0.9229728  0.88987152 0.92176307
 0.85100031 0.9229728  0.81472924 0.79316472 0.75478076 0.7992503
 0.7499948  0.68599222 0.67377931 0.6940438 ]"
1673,"[ 194.90997024  410.27387251  258.53521825  415.77802973  599.20287298
  410.27387251  787.26663306  415.77802973 1042.90471311 1109.36186264
 1307.87090164 1120.88215401 1474.19036458 1757.42246708 1757.06276042
 1765.76054824]","[ 6.49032738  9.59561602  7.63690476  9.7563618  11.54561492  9.59561602
 13.59072581  9.7563618  15.59118852 16.29474506 17.88370902 16.60327784
 19.28255208 21.85622145 21.92161458 22.19107767]","[0.53820888 0.50368593 0.52426792 0.48745919 0.48217896 0.50368593
 0.4677557  0.48745919 0.45276098 0.44814136 0.44161726 0.43881613
 0.42684373 0.40468398 0.41329533 0.40391372]","[0.14272059 0.1303899  0.13975239 0.12525156 0.12134488 0.1303899
 0.1187922  0.12525156 0.10834201 0.10681944 0.10568776 0.10405976
 0.09900784 0.0880723  0.0942745  0.0877509 ]","[0.37778378 0.36109542 0.37383471 0.35390898 0.34834592 0.36109542
 0.34466244 0.35390898 0.32915348 0.32683244 0.32509654 0.32258295
 0.31465511 0.29676977 0.30704152 0.29622778]","[0.97105202 0.93963196 0.96160252 0.93882208 0.91184675 0.93963196
 0.88417829 0.93882208 0.84802049 0.8397623  0.80939803 0.83809831
 0.78721524 0.75072237 0.74634929 0.74953968]"
